patch,bicubic_psnr,ai_psnr,bicubic_ssim,ai_ssim
sentinel_patch_01,24.61332813466675,22.842185329149483,0.8800805832900197,0.8435348324470243
sentinel_patch_02,25.01413863934677,23.668752480935225,0.8836257796361251,0.8431316201602189
sentinel_patch_03,24.443230642769088,22.98184249468345,0.8774692959218424,0.8459142830495473
sentinel_patch_04,21.864600801960442,20.404059646484747,0.8305328580006662,0.7958783304595964
sentinel_patch_05,24.29341139112239,22.255131103386432,0.8668515420992521,0.8192811050612426
AVERAGE,24.045741921973086,22.430394210927865,0.8677120117895811,0.8295480342355258
